gem_mine_id,msha_id,country_area,mine_name,mine_name_akas,mine_name_non_eng,complex_name,gem_wiki_page_eng,gem_wiki_page_non_eng,status,status_detail,project_type,project_phase,owners,owners_gem_entity_id,owners_non_eng,parent_company,company_hqs,capacity_mtpa,production_mtpa,year_of_production,coal_output_annual_mst,mine_type,mining_method,mine_size_km2,mine_depth_m,depth_accuracy,workforce_size,workforce_accuracy,coal_type,coal_grade,percentage_of_met_coal,percentage_of_thermal_coal,accuracy_rating,reported_year_of_percentage_split,total_reserves_proven_and_probable_mt,year_of_total_reserves_recorded,total_resource_inferred_indicated_measured,reserve_to_production_ratio_r_p,opening_year,closing_year,reported_life_of_mine,reported_year_of_mine_life,coalfield,latitude,longitude,location_accuracy,primary_consumer_destination,primary_consumer_destination_name,primary_consumer_destination_gem_wiki,gas-level_rating,gas-level_rating_appraisal_year,reported_coal_mine_methane_emissions_thousand_tonnes_ch4,reported_coal_mine_methane_emissions_thousand_tonnes_co2_equivalent,year_of_reported_coal_mine_methane_emissions,source_id,has_associated_plume_data,has_associated_cmm_mitigation_data,gem_coal_mine_methane_emissions_estimate_mcm_yr,gem_coal_mine_methane_emissions_estimate_m_tonnes_yr,cmm_emissions_co2e_20_years,cmm_emissions_co2e_100_years,parent_gem_entity_id,location_non_eng,reference_type,methane_emissions_factor,methane_gas_content_m_3_tonne,mine_boundary_and_methane_emissions_sources_data_available_,has_mine_boundary_and_methane_emissions_sources_data_
M2293,,China,Zhaizhen Coal Mine,,山东泰山能源有限责任公司翟镇煤矿,,,https://www.gem.wiki/山东泰山能源有限责任公司翟镇煤矿,Operating,,,,Shandong Taishan Energy Company Zhaizhen Coal Mine,,,,China,1.7,,2025.0,,Underground,Longwall,,,Exact,2154.0,Exact,Bituminous,Thermal & Met,100.0,0.0,Reported,2007.0,12.0,2024.0,82.0,7.0,1993.0,,5.0,,Xinwen,35.941753,117.663042,Exact,,,,低瓦斯,2019.0,,,,,N,N,28.67,0.0192,1.58,0.57,,山东省泰安市新泰市翟镇,,1.6,15.1,N,
M3834,,China,Zhangba Coal Mine,,陕西永陇矿区丈八煤矿,,,https://www.gem.wiki/陕西永陇矿区丈八煤矿,Proposed,Pre-Permit,New,,Shaanxi Linbei Coal Industry Development Company,,,,China,4.0,,,,Underground,,,,Exact,,,Bituminous,Thermal,,,,,219.0,2022.0,392.0,55.0,,,44.0,2024.0,Huanglong Jurassic,34.895933,107.650347,Approximate,,,,低瓦斯,2016.0,,,,,N,N,58.24,0.039,3.22,1.16,,陕西省宝鸡市麟游县丈八镇,,1.6,13.0,N,
M1249,,China,Zhangcun Coal Mine,,山西潞安环保能源开发股份有限公司漳村煤矿,,,https://www.gem.wiki/山西潞安环保能源开发股份有限公司漳村煤矿,Operating,,,,Shanxi Lu'an Environmental Energy Development Company,,,,China,4.0,,2023.0,,Underground,Longwall,,,Exact,3645.0,Exact,Bituminous,Thermal,,,,,87.0,2022.0,320.0,22.0,1980.0,,16.0,2022.0,Qinshui,36.430986,113.047655,Exact,,,,高瓦斯,2024.0,,,,,N,N,47.8,0.032,2.64,0.95,,山西省长治市潞州区西白兔乡漳村,,1.6,10.7,N,
M3102,,China,Zhangcun Coal Mine No. 4 Well,,冀中能源股份有限公司章村矿四井,,,https://www.gem.wiki/冀中能源股份有限公司章村矿四井,Operating,,,,Jizhong Energy Resources CompanyZhangcun Coal Mine,E100002010499,冀中能源股份有限公司章村矿,Jizhong Energy Resources CompanyZhangcun Coal Mine [100.0%],China,0.9,,2025.0,,Underground,Longwall,,,Exact,625.0,Estimate,Anthracite,Thermal,,,,,7.0,2012.0,88.0,7.0,,,5.0,2012.0,,36.859509,114.270854,Exact,,,,低瓦斯,2025.0,,,,,N,N,21.01,0.0141,1.16,0.42,E100002010499 [100.0%],河北省邢台市沙河市窑坡村,,1.6,20.9,N,
M0426,,China,Zhangji Coal Mine,,淮南矿业（集团）有限责任公司张集煤矿,,,https://www.gem.wiki/淮南矿业（集团）有限责任公司张集煤矿,Operating,,,,Huainan Mining Group,,,,China,12.3,,2024.0,,Underground,,,,Estimate,8777.0,Exact,Bituminous,Thermal & Met,90.0,10.0,Estimated,2023.0,831.0,2024.0,1610.0,68.0,2001.0,,52.0,2024.0,,32.746348,116.515103,Exact,,,,突出矿井,2024.0,,,,,Y,N,182.51,0.1223,10.09,3.64,,安徽省淮南市凤台县岳张集镇,,1.6,13.3,Y,
M0427,,China,Zhangjiamao Coal Mine,,陕煤集团神木张家峁矿业有限公司张家峁煤矿,,,https://www.gem.wiki/陕煤集团神木张家峁矿业有限公司张家峁煤矿,Operating,,New,,Shaanxi Coal Group; Shenmu Zhangjiamao Mining Company,,,Shaanxi Coal Group,China,11.0,,2024.0,,Underground,Longwall,,,Exact,972.0,Exact,Bituminous,Thermal & Chemical,,,,,543.0,2020.0,,49.0,2011.0,,37.0,2020.0,Northern Shaanxi Jurassic,39.017743,110.407512,Exact,,,,低瓦斯,2022.0,,,,,N,N,124.08,0.0831,6.86,2.48,E100002010848,陕西省神木市麻家塔镇,,1.6,10.1,N,
M2294,,China,Zhangshuanglou Coal Mine,,江苏徐矿能源股份有限公司张双楼煤矿,,,https://www.gem.wiki/江苏徐矿能源股份有限公司张双楼煤矿,Operating,,,,Jiangsu Xukuang Energy Company Zhangshuanglou Coal Mine,E100002010434,,Jiangsu Xukuang Energy Company Zhangshuanglou Coal Mine [100.0%],China,1.8,,2019.0,,Underground,Longwall,,,Exact,3669.0,Exact,Bituminous,Met,,,,,30.0,2023.0,,17.0,1986.0,,46.0,,Peixian,34.807205,116.836652,Exact,Coal Plant,Guohua Xuzhou power station,https://www.gem.wiki/Guohua_Xuzhou_power_station,低瓦斯,2011.0,,,,,N,N,31.96,0.0214,1.77,0.64,E100002010434 [100.0%],江苏省徐州市沛县安国镇,,1.6,15.9,N,
M2295,,China,Zhangzishan Coal Mine,,山西中阳张子山煤业有限公司,,,https://www.gem.wiki/山西中阳张子山煤业有限公司,Operating,,Resource Consolidation and Restructuring,,Shanxi Zhongyang Zhangzishan Coal Industry Company,,,,China,1.2,,2022.0,,Underground,Longwall,,,Exact,645.0,Exact,Bituminous,Met,,,,,58.0,2019.0,100.0,49.0,2018.0,,35.0,2019.0,Hedong,37.43034,111.18716,Exact,Steel Plant,Shanxi Zhongyang Iron and Steel Co Ltd,https://www.gem.wiki/Shanxi_Zhongyang_Iron_and_Steel_Co_Ltd,高瓦斯,2024.0,,,,,N,N,13.13,0.0088,0.73,0.26,,山西省吕梁市中阳县张子山乡南侧村,,1.6,9.8,N,
M0428,,China,Zhanihe Surface Mine,,内蒙古大雁矿业集团有限责任公司扎尼河露天矿,,,https://www.gem.wiki/大雁矿业集团扎尼河露天矿,Operating,,,,Dayan Mine Industry Group,E100002009619,,Dayan Mine Industry Group [100.0%],China,8.0,,2025.0,,Surface,Open Pit,,,Exact,1034.0,Exact,Lignite,Thermal,,,,,235.0,2017.0,244.0,29.0,2017.0,,33.0,,,49.147909,120.227287,Exact,,,,,,,,,,N,N,20.32,0.0136,1.12,0.41,E100002009619 [100.0%],内蒙古自治区呼伦贝尔市鄂温克族自治旗巴彦嵯岗苏木,,1.5,2.4,N,
M1250,,China,Zhaogu No. 1 Coal Mine,,焦作煤业集团赵固（新乡）能源有限责任公司赵固一矿,,,https://www.gem.wiki/焦作煤业集团赵固（新乡）能源有限责任公司赵固一矿,Operating,,,,Jiaozuo Coal Group Zhaogu (Xinxiang) Energy Company,,焦作煤业集团赵固（新乡）能源有限责任公司,,China,3.0,,2025.0,,Underground,Longwall,,,Exact,3448.0,Exact,Anthracite,Thermal,,,,,129.0,2020.0,,43.0,2015.0,,31.0,2020.0,Jiaozuo,35.411295,113.628405,Exact,,,,低瓦斯,2024.0,,,,,N,N,78.73,0.0528,4.35,1.57,,河南省新乡市辉县冀屯乡文庄村,,1.6,23.5,N,
M2296,,China,Zhaogu No.2 Coal Mine,,焦作煤业（集团）新乡能源有限公司赵固二矿,,,https://www.gem.wiki/焦作煤业（集团）新乡能源有限公司赵固二矿,Operating,,,,Jiaozuo Coal Industry Group Xinxiang Energy Company,,焦作煤业（集团）新乡能源有限公司,,China,1.8,,2023.0,,Underground,Longwall,,,Exact,1513.0,Estimate,Anthracite,Thermal,,,,,116.0,2020.0,,64.0,2011.0,,47.0,2020.0,Jiaozuo,35.415665,113.698172,Exact,,,,突出矿井,2025.0,,,,,N,N,56.49,0.0378,3.12,1.13,,河南省新乡市辉县赵固乡,,1.6,28.1,N,
M2297,,China,Zhaojiashan Coal Mine,,山西东辉集团赵家山煤业有限公司,,,https://www.gem.wiki/山西东辉集团赵家山煤业有限公司,Operating,,,,Shanxi Donghui Group Zhaojiashan Coal Industry Company,,,,China,1.2,,2022.0,,Underground,,,,Exact,621.0,Estimate,Bituminous,Thermal,,,,,29.0,2020.0,93.0,24.0,2018.0,,34.0,2020.0,Xishan,37.651195,112.229621,Exact,,,,高瓦斯,2024.0,,,,,N,N,12.2,0.0082,0.67,0.24,,山西省太原市清徐县东于镇赵家山村,,1.6,9.1,N,
M1251,,China,Zhaojiazhai Coal Mine,,河南省新郑煤电有限责任公司赵家寨煤矿,,,https://www.gem.wiki/河南省新郑煤电有限责任公司赵家寨煤矿,Operating,,,,Henan Xinzheng Coal and Electricity Company,,,,China,3.0,,2025.0,,Underground,Longwall,,,Exact,2903.0,Exact,Bituminous,Thermal,,,,,160.0,2022.0,321.0,53.0,2009.0,,37.0,2023.0,Xinmi,34.405964,113.623169,Exact,,,,突出矿井,2025.0,,,,,N,Y,58.63,0.0393,3.24,1.17,,河南省郑州市新郑市辛店镇赵家寨村,,1.6,17.5,N,
M2298,,China,Zhaojin Coal Mine,,铜川市耀州区照金矿业有限公司,,,https://www.gem.wiki/铜川市耀洲区照金矿业有限公司,Operating,,Expansion,,Zhaojin Mining Company,,,,China,1.8,,2022.0,,Underground,Longwall,,,Exact,372.0,Exact,Bituminous,Thermal,,,,,30.0,2022.0,,17.0,2007.0,,16.0,2022.0,Huanglong,35.065339,108.620152,Exact,,,,高瓦斯,2024.0,,,,,N,N,17.89,0.012,0.99,0.36,,陕西省铜川市耀州区照金镇照金村,,1.6,8.9,N,
M1252,,China,Zhaolou Coal Mine,,兖煤菏泽能化有限公司赵楼煤矿,,,https://www.gem.wiki/兖煤菏泽能化有限公司赵楼煤矿,Operating,,,,Yanzhou Coal Heze Energy Chemical Company,,,,China,3.3,,2025.0,,Underground,Longwall,,,Exact,3000.0,Exact,Bituminous,Met,,,,,188.0,2018.0,399.0,57.0,2009.0,,47.0,2018.0,Juye,35.386969,115.952375,Exact,Coal Plant,Heze Zhaolou power station,https://www.gem.wiki/Heze_Zhaolou_power_station,低瓦斯,2024.0,,,,,N,N,54.54,0.0365,3.01,1.09,,山东省菏泽市巨野县,,1.6,14.8,Y,
M0429,,China,Zhaoshipan Coal Mine,,陕西能源赵石畔煤电有限公司赵石畔煤矿,,,https://www.gem.wiki/陕西能源赵石畔煤电有限公司赵石畔煤矿,Proposed,Test Operation,New,,Shaanxi Energy Zhaoshipan Coal Power Company,,,,China,6.0,,,,Underground,Longwall,,,Exact,1073.0,Exact,Bituminous,Thermal,,,,,792.0,2019.0,,132.0,2026.0,,94.0,2019.0,Northern Shaanxi Jurassic,37.921386,109.103177,Exact,Coal Plant,Leilongwan power station,https://www.gem.wiki/Leilongwan_power_station,低瓦斯,2019.0,,,,,N,N,96.5,0.0647,5.33,1.93,,陕西省榆林市横山区雷龙湾镇永忠村,,1.6,14.4,N,
M1326,,China,Zhaoxian Coal Mine,,陕西金源招贤矿业有限公司招贤煤矿,,,https://www.gem.wiki/陕西金源招贤矿业有限公司招贤煤矿,Operating,,New,,Shaanxi Jinyuan Zhaoxian Mining Company,,,,China,2.4,,2022.0,,Underground,Longwall,,,Exact,979.0,Estimate,Bituminous,Thermal,,,,,159.0,2022.0,350.0,66.0,2019.0,,58.0,2016.0,Northern Shaanxi Jurassic,34.768802,107.627583,Exact,Coal Plant,大唐宝鸡发电有限责任公司,https://www.gem.wiki/Guodian_Baoji-2_power_station,高瓦斯,2024.0,,,,,N,N,35.65,0.0239,1.97,0.71,,陕西省宝鸡市麟游县招贤镇梨家沟村,,1.6,13.3,N,
M0430,,China,Zhaozhuang Coal Mine,,山西晋煤集团赵庄煤业有限责任公司赵庄煤矿,,,https://www.gem.wiki/山西晋煤集团赵庄煤业有限责任公司赵庄煤矿,Operating,,,,Shanxi Jinmei Group; Zhaozhuang Coal Industry Company,,,,China,8.0,,2024.0,,Underground,Longwall,,,Estimate,4873.0,Exact,Anthracite,Thermal & Chemical,,,,,158.0,2024.0,614.0,26.0,2007.0,,14.0,2024.0,Qinshui,35.994902,112.887321,Exact,,,,高瓦斯,2024.0,,,,,Y,N,210.56,0.1411,11.64,4.2,,山西省长治市长子县慈林镇,,1.6,23.6,Y,
M2299,,China,Zhaozhuang Coal Mine No. 2 Well,,山西晋煤集团赵庄煤业有限责任公司赵庄二号井,,,https://www.gem.wiki/山西晋煤集团赵庄煤业有限责任公司二号井,Operating,,,,Shanxi Jinmei Group Zhaozhuang Coal Industry Company No. 2 Well,,,,China,1.2,,2024.0,,Underground,,,,Exact,1112.0,Exact,Bituminous,Thermal,,,,,6.0,2024.0,61.0,5.0,2011.0,,4.0,2024.0,Qinshui,36.012508,112.930231,Exact,,,,高瓦斯,2024.0,,,,,N,N,18.09,0.0121,1.0,0.36,,山西省长治市长子县慈林镇布村,,1.6,13.5,Y,
M2300,,China,Zhenchengdi Coal Mine,,山西西山煤电股份有限公司镇城底矿,,,https://www.gem.wiki/山西西山煤电股份有限公司镇城底矿,Operating,,,,Shanxi Coking Coal Energy Group,,,,China,1.9,,2022.0,,Underground,Longwall,,,Exact,2625.0,Exact,Bituminous,Met,,,,,98.0,2020.0,,51.0,1983.0,,,,Xishan,37.943084,112.064366,Exact,,,,高瓦斯,2024.0,,,,,N,N,33.95,0.0227,1.88,0.68,,山西省太原市古交市镇城底镇,,1.6,16.0,N,
M0431,,China,Zhengbang Coal Mine,,山西汾西正帮煤业有限责任公司,,,https://www.gem.wiki/山西汾西正帮煤业有限责任公司,Operating,,,,Shanxi Fenxi Zhengbang Coal Industry Company,,,,China,1.2,,2022.0,,Underground,,,,Exact,250.0,Exact,Bituminous,Thermal,,,,,64.0,2021.0,,54.0,2021.0,,38.0,2021.0,,36.973852,111.599951,Exact,,,,低瓦斯,2023.0,,,,,N,N,11.93,0.008,0.66,0.24,,山西省吕梁市孝义市驿马乡榆树坪村,,1.6,8.9,N,
M3222,,China,Zhengbang Liangshun Coal Mine,,山西和顺正邦良顺煤业有限公司,,,https://www.gem.wiki/山西和顺正邦良顺煤业有限公司,Operating,,Resource Consolidation and Restructuring,,Shanxi Heshun Zhengbang Liangshun Coal Industry Company,,,,China,0.9,,2022.0,,Underground,Longwall,,,Exact,168.0,Exact,Bituminous,Thermal,,,,,10.0,2020.0,,11.0,2014.0,,6.0,,Qinshui,37.41248,113.635418,Exact,,,,突出矿井,2024.0,,,,,Y,N,16.38,0.011,0.91,0.33,,山西省晋中市和顺县李阳镇北李阳村,,1.6,16.3,N,
M3223,,China,Zhengbang Shenlei Coal Mine,,山西和顺正邦神磊煤业有限公司,,,https://www.gem.wiki/山西和顺正邦神磊煤业有限公司,Operating,,,,Shanxi Heshun Zhengbang Shenlei Coal Industry Company,,,,China,0.9,,2022.0,,Underground,Longwall,,,Exact,240.0,Exact,Bituminous,Thermal,,,,,14.0,2020.0,36.0,16.0,2012.0,,11.0,2020.0,Qinshui,37.247389,113.48359,Exact,,,,高瓦斯,2024.0,,,,,N,N,12.26,0.0082,0.68,0.24,,山西省晋中市和顺县喂马乡弓家沟村,,1.6,12.2,N,
M2301,,China,Zhengcun Coal Mine,,洛阳义安矿业有限公司正村煤矿,,,https://www.gem.wiki/洛阳义安矿业有限公司正村煤矿,Operating,,,,Zhengcun Coal Mine of Luoyang Yi'an Mining Company,,洛阳义安矿业有限公司正村煤矿,,China,1.2,,2024.0,,Underground,Longwall,,,Exact,1436.0,Exact,Bituminous,Thermal,,,,,95.0,2017.0,,79.0,2009.0,,56.0,2017.0,Xin'an,34.831426,112.196245,Exact,,,,突出矿井,2025.0,,,,,N,N,16.75,0.0112,0.93,0.33,,河南省洛阳市新安县正村乡中岳村,,1.6,12.5,N,
M2948,,China,Zhengfeng Coal Mine,,山西汾西瑞泰正丰煤业有限公司,,,https://www.gem.wiki/山西汾西瑞泰正丰煤业有限公司,Shelved,Construction,Resource Consolidation and Restructuring,,Shanxi Fenxi Ruitai Zhengfeng Coal Industry Company,,,,China,0.9,,,,Underground,,,,Estimate,,,Bituminous,,,,,,,,,,,,,,,36.972191,111.540411,Exact,,,,,,,,,,N,N,13.35,0.0089,0.74,0.27,,山西省晋中市灵石县交口乡东逻村,,1.6,13.3,N,
M2402,,China,Zhengfeng Shuangxin Coal Mine,,鄂尔多斯市正丰矿业有限责任公司鄂托克旗双欣煤矿,,,https://www.gem.wiki/鄂尔多斯市正丰矿业有限责任公司鄂托克旗双欣煤矿,Operating,,,,Ordos Zhengfeng Mining Company,,,,China,1.2,,2022.0,,Underground,,,,Exact,347.0,Exact,Bituminous,Met,,,,,47.0,2018.0,,39.0,2007.0,,22.0,,Zhuozishan,39.405333,106.985809,Exact,,,,低瓦斯,2024.0,,,,,N,N,23.59,0.0158,1.3,0.47,,内蒙古自治区鄂尔多斯市鄂托克旗棋盘井镇,,1.6,17.6,N,
M2302,,China,Zhengli Coal Mine,,山西焦煤集团岚县正利煤业有限公司,,,https://www.gem.wiki/山西焦煤集团岚县正利煤业有限公司,Operating,,,,Shanxi Coking Coal Group Lanxian Zhengli Coal Industry Company,,,,China,1.5,,2022.0,,Underground,Longwall,,,Exact,880.0,Exact,Bituminous,Met,,,,,95.0,2011.0,,64.0,2013.0,,35.0,,Ningwu,38.208289,111.774685,Exact,,,,高瓦斯,2024.0,,,,,N,N,24.63,0.0165,1.36,0.49,,山西省吕梁市岚县社科乡葛铺村,,1.6,14.7,N,
M0432,,China,Zhengming Coal Mine,,山西汾西瑞泰井矿正明煤业有限公司,,,https://www.gem.wiki/山西汾西瑞泰井矿正明煤业有限公司,Shelved,Construction,Resource Consolidation and Restructuring,,Shanxi Fenxi Ruitai Coal Mine of Zhengming Coal Industry Company,,,,China,2.1,,,,Underground,,,,Estimate,,,Bituminous,Met,,,,,31.0,,,15.0,,,14.0,,,37.028703,113.356536,Exact,,,,突出矿井,2014.0,,,,,N,N,31.16,0.0209,1.72,0.62,,山西省晋中市左权县龙泉乡,,1.6,13.3,N,
M2949,,China,Zhengshan Coal Mine,,山西汾西正善煤业有限责任公司,,,https://www.gem.wiki/山西汾西正善煤业有限责任公司,Operating,,Resource Consolidation and Restructuring,,Shanxi Fenxi Zhengshan Coal Industry Company,,,,China,1.2,,2022.0,,Underground,Longwall,,,Exact,512.0,Exact,Bituminous,Met,,,,,17.0,2019.0,21.0,14.0,2020.0,,11.0,,Huoxi,37.010824,111.61116,Exact,,,,低瓦斯,2024.0,,,,,N,N,17.16,0.0115,0.95,0.34,,山西省孝义市柱濮镇子善村,,1.6,12.8,N,
M1428,,China,Zhengwang Coal Mine,,山西汾西正旺煤业有限责任公司正旺煤矿,,,https://www.gem.wiki/山西汾西正旺煤业有限责任公司正旺煤矿,Operating,,Resource Consolidation and Restructuring,,Shanxi Fenxi Zhengwang Coal Industry Company,,,,China,1.5,,2022.0,,Underground,,,,Exact,250.0,Exact,Bituminous,Met,,,,,34.0,2018.0,67.0,23.0,2018.0,,,,Huoxi,37.061574,111.624801,Exact,,,,低瓦斯,2024.0,,,,,N,N,21.78,0.0146,1.2,0.43,,山西省吕梁市孝义市柱濮镇上柱濮村,,1.6,13.0,N,
M1253,,China,Zhengxing Coal Mine,,山西汾西瑞泰井矿正行煤业有限公司,,,https://www.gem.wiki/山西汾西瑞泰井矿正行煤业有限公司,Mothballed,,,,Shanxi Fenxi Ruitai Coal Mine Zhengxing Coal Industry Company,,,,China,3.0,,,,Underground,,,,Estimate,,,Bituminous,Thermal,,,,,44.0,2022.0,47.0,15.0,1994.0,,9.0,2022.0,,37.190328,113.43941,Exact,,,,突出矿井,2016.0,,,,,N,N,44.51,0.0298,2.46,0.89,,山西省晋中市左权县寒王乡,,1.6,13.3,N,
M0433,,China,Zhengzhuang Coal Mine,,沁水县鑫海能源有限责任公司区郑庄煤矿,,,https://www.gem.wiki/沁水县鑫海能源有限责任公司区郑庄煤矿,Proposed,Construction,New,,Qinshui Xinhai Energy Company,,沁水县鑫海能源有限责任公司区,,China,4.0,,,,Underground,Longwall,,,Estimate,,,Bituminous,Thermal,,,,,323.0,2018.0,,81.0,,,62.0,2018.0,,35.745864,112.379739,Exact,,,,突出矿井,2019.0,,,,,Y,N,59.35,0.0398,3.28,1.19,,山西省晋城市沁水县郑庄镇,,1.6,13.3,N,
M3835,,China,Zhijin Daijiatian Coal Mine,,毕节中城能源有限责任公司织金县戴家田煤矿,,,https://www.gem.wiki/毕节中城能源有限责任公司织金县戴家田煤矿,Proposed,Construction,New,,Bijie Zhongcheng Energy Company,,毕节中城能源有限责任公司,,China,0.9,,,,Underground,Longwall,,,Estimate,954.0,Exact,Anthracite,Thermal,,,,,103.0,2019.0,,115.0,,,78.0,2019.0,Zhina,26.801762,105.799782,Exact,,,,突出矿井,2020.0,,,,,N,N,23.69,0.0159,1.31,0.47,,贵州省毕节市织金县八步镇,,1.6,23.6,N,
M1452,,China,Zhijin Feitian Coal Mine,Feitian Coal Mine,毕节中城能源有限责任公司织金县肥田煤矿,,,https://www.gem.wiki/毕节中城能源有限责任公司织金县肥田煤矿,Operating,,New,,Guizhou Shuicheng Mining Group,E100002010124,毕节中城能源有限责任公司,Guizhou Shuicheng Mining Group [100.0%],China,2.1,,2026.0,,Underground,Longwall,,,Exact,1114.0,Exact,Anthracite,Thermal,,,,,219.0,2013.0,718.0,104.0,2021.0,,49.0,2022.0,,26.484308,105.619091,Exact,Coal Plant,纳雍电厂、塘寨电厂等,https://www.gem.wiki/Nayong_General_Power_Station; https://www.gem.wiki/Tangzhai_power_station,突出矿井,2025.0,,,,,Y,N,67.08,0.0449,3.71,1.34,E100002010124 [100.0%],贵州省毕节市织金县少普镇狗场村,,1.6,28.6,N,
M3836,,China,Zhijin Majiatian Coal Mine,,贵州织金马家田煤业有限公司织金县后寨乡马家田煤矿,,,https://www.gem.wiki/贵州织金马家田煤业有限公司织金县后寨乡马家田煤矿,Proposed,Permitted,Resource Consolidation and Restructuring,,Guizhou Zhijin Majiatian Coal Industry Company,,贵州织金马家田煤业有限公司,,China,1.5,,,,Underground,Longwall,,,Exact,1138.0,Exact,Anthracite,Thermal,,,,,196.0,2024.0,293.0,130.0,,,93.0,2024.0,Zhina,26.659571,105.525572,Exact,Coal Plant,织金电厂,https://www.gem.wiki/Guodian_Zhijin_power_station,突出矿井,2025.0,,,,,N,N,47.91,0.0321,2.65,0.96,,贵州省毕节市织金县马家田村,,1.6,28.6,N,
M2961,,China,Zhijin Xin'an Coal Mine,,贵州兴伟兴能源投资有限公司织金县八步镇鑫安煤矿,,,https://www.gem.wiki/贵州兴伟兴能源投资有限公司织金县八步镇鑫安煤矿,Operating,,Resource Consolidation and Restructuring,,Guizhou Zhijin County Xin'an Coal Industry Company,,贵州兴伟兴能源投资有限公司,,China,0.3,,2026.0,,Underground,,,,Exact,561.0,Estimate,Anthracite,Thermal,,,,,,,11.0,,2021.0,,15.0,2019.0,,26.78107,105.765104,Exact,,,,高瓦斯,2024.0,,,,,N,N,7.5,0.005,0.41,0.15,,贵州省毕节市织金县八步镇新利村,,1.6,22.4,N,
M3837,,China,Zhijin Yina Coal Mine,,织金县以那煤矿,,,https://www.gem.wiki/织金县以那煤矿,Proposed,Permitted,New,,Guizhou Dazang Resource Development Company,,贵州大藏资源开发有限公司,,China,0.9,,,,Underground,Longwall,,,Estimate,,,Anthracite,Thermal,,,,,52.0,2014.0,100.0,58.0,,,41.0,2014.0,,26.828333,105.7425,Approximate,,,,高瓦斯,2014.0,,,,,N,N,23.69,0.0159,1.31,0.47,,贵州省毕节市织金县八步镇同心村,,1.6,23.6,N,
M3838,,China,Zhijin Zhongzhai Coal Mine,,贵州大藏资源开发有限公司织金县中寨煤矿,,,https://www.gem.wiki/贵州大藏资源开发有限公司织金县中寨煤矿（一期）,Proposed,Construction,New,,Guizhou Dazang Resource Development Company,,贵州大藏资源开发有限公司,,China,0.3,,,,Underground,Longwall,,,Estimate,,,Anthracite,Thermal,,,,,241.0,2013.0,397.0,268.0,,,96.0,2013.0,,27.141667,105.8125,Approximate,Coal Plant,织金电厂,,突出矿井,2023.0,,,,,N,N,7.9,0.0053,0.44,0.16,,贵州省毕节市织金县中寨乡水头寨,,1.6,23.6,N,
M0434,,China,Zhong Yu Coal Mine,,霍州煤电集团沁安煤电有限责任公司中峪煤矿,,,https://www.gem.wiki/霍州煤电集团沁安煤电有限责任公司中峪煤矿,Proposed,Construction,New,Phase 1,Huozhou Coal and Electricity Group,E100002010294,霍州煤电集团沁安煤电有限责任公司,Huozhou Coal and Electricity Group [100.0%],China,5.0,,,,Underground,,,,Estimate,,,Bituminous,Thermal & Met,,,,,514.0,,683.0,103.0,,,60.0,,Qinshui,36.45315,112.238487,Exact,,,,低瓦斯,2018.0,,,,,N,N,74.19,0.0497,4.1,1.48,E100002010294 [100.0%],山西省长治市沁源县中峪乡,,1.6,13.3,N,
M3839,,China,Zhongbao No.1 Coal Mine,,陕西永陇矿区中宝一矿,,,https://www.gem.wiki/陕西永陇矿区中宝一矿,Proposed,Announced,New,,Baoji Zhongbao Mineral Resources Development Company,,,,China,1.8,,,,Underground,,,,Estimate,,,Bituminous,Thermal,,,,,86.0,2022.0,138.0,48.0,,,51.0,2022.0,Huanglong Jurassic,34.678861,107.792568,Approximate,,,,,,,,,,N,N,26.71,0.0179,1.48,0.53,,陕西省宝鸡市凤翔区,,1.6,13.3,N,
M2303,,China,Zhongling Coal Mine No. 1 Shaft,贵州中岭矿业有限责任公司中岭煤矿中岭井,贵州中岭矿业有限责任公司中岭煤矿一井,,,https://www.gem.wiki/贵州中岭矿业有限责任公司中岭煤矿一井,Operating,,,,Guizhou Zhongling Mining Company,,贵州中岭矿业有限责任公司,,China,1.65,,2025.0,,Underground,Longwall,,,Estimate,1172.0,Exact,Anthracite,Thermal,,,,,204.0,2011.0,,124.0,2006.0,,76.0,2011.0,,26.712028,105.271225,Exact,,,,突出矿井,2023.0,,,,,N,Y,43.43,0.0291,2.4,0.87,,贵州省毕节市纳雍县中岭镇,,1.6,23.6,N,
M2304,,China,Zhongmacun Coal Mine,,河南焦煤能源有限公司中马村矿,,,https://www.gem.wiki/河南焦煤能源有限公司中马村矿,Operating,,,,Henan Coking Coal Energy Zhongmacun Coal Mine,,河南焦煤能源有限公司中马村矿,,China,1.0,,2026.0,,Underground,Longwall,,,Exact,2131.0,Exact,Anthracite,Thermal,,,,,19.0,2020.0,86.0,19.0,2005.0,,12.0,2020.0,Jiaozuo,35.273002,113.301468,Exact,,,,突出矿井,2025.0,,,,,N,Y,27.03,0.0181,1.49,0.54,,河南省焦作市马村区水彩街,,1.6,24.2,N,
