gem_mine_id,msha_id,country_area,mine_name,mine_name_akas,mine_name_non_eng,complex_name,gem_wiki_page_eng,gem_wiki_page_non_eng,status,status_detail,project_type,project_phase,owners,owners_gem_entity_id,owners_non_eng,parent_company,company_hqs,capacity_mtpa,production_mtpa,year_of_production,coal_output_annual_mst,mine_type,mining_method,mine_size_km2,mine_depth_m,depth_accuracy,workforce_size,workforce_accuracy,coal_type,coal_grade,percentage_of_met_coal,percentage_of_thermal_coal,accuracy_rating,reported_year_of_percentage_split,total_reserves_proven_and_probable_mt,year_of_total_reserves_recorded,total_resource_inferred_indicated_measured,reserve_to_production_ratio_r_p,opening_year,closing_year,reported_life_of_mine,reported_year_of_mine_life,coalfield,latitude,longitude,location_accuracy,primary_consumer_destination,primary_consumer_destination_name,primary_consumer_destination_gem_wiki,gas-level_rating,gas-level_rating_appraisal_year,reported_coal_mine_methane_emissions_thousand_tonnes_ch4,reported_coal_mine_methane_emissions_thousand_tonnes_co2_equivalent,year_of_reported_coal_mine_methane_emissions,source_id,has_associated_plume_data,has_associated_cmm_mitigation_data,gem_coal_mine_methane_emissions_estimate_mcm_yr,gem_coal_mine_methane_emissions_estimate_m_tonnes_yr,cmm_emissions_co2e_20_years,cmm_emissions_co2e_100_years,parent_gem_entity_id,location_non_eng,reference_type,methane_emissions_factor,methane_gas_content_m_3_tonne,mine_boundary_and_methane_emissions_sources_data_available_,has_mine_boundary_and_methane_emissions_sources_data_
M4778,,China,Shaanxi Shenmu Dongliang Coal Mine,,神木市东梁矿业有限公司,,,https://www.gem.wiki/神木市东梁矿业有限公司,Operating,,Resource Consolidation and Restructuring,,Shenmu City Dongliang Mining Co Ltd,,神木市东梁矿业有限公司,,China,0.9,,2023.0,,Underground,Longwall,,,Exact,150.0,Exact,Bituminous,Thermal,,,,,7.2,2020.0,20.0,8.0,2015.0,,3.0,2023.0,Northern Shaanxi Jurassic Coal Field,39.05207,110.29578,Exact,,,,低瓦斯,2023.0,,,,,N,N,9.01,0.006,0.5,0.18,,陕西省榆林市神木市孙家岔镇张家沟村,,1.6,9.0,N,
M5017,,China,Shaanxi Shenmu Geliugou Coal Mine,limited data,陕西神木圪柳沟矿业有限公司,,,https://www.gem.wiki/陕西神木圪柳沟矿业有限公司,Operating,,Resource Consolidation and Restructuring,,Shaanxi Shenmu Geliugou Mining Co Ltd,E100002010175,陕西神木圪柳沟矿业有限公司,Shaanxi Shenmu Geliugou Mining Co Ltd [100.0%],China,1.2,,2025.0,,Underground,Longwall,,,Exact,185.0,Exact,Bituminous,Thermal & Chemical,,,,,14.37,2022.0,43.0,12.0,,,10.0,2022.0,Northern Shaanxi Jurassic Coalfield,38.809276,110.296176,Exact,,,,低瓦斯,2022.0,,,,,N,N,8.84,0.0059,0.49,0.18,E100002010175 [100.0%],陕西省榆林市神木市西沟办事处四卜树村,,1.6,6.6,N,
M4953,,China,Shaanxi Shenmu Haihong Coal Mine,,神木市海鸿矿业有限公司海鸿煤矿,,,https://www.gem.wiki/神木市海鸿矿业有限公司海鸿煤矿,Operating,,Resource Consolidation and Restructuring,,Shenmu City Haihong Mining Co Ltd,E100002009759,神木市海鸿矿业有限公司,Shenmu City Haihong Mining Co Ltd [100.0%],China,0.6,,2023.0,,Underground,Longwall,,,Exact,40.0,Exact,Bituminous,Thermal,,,,,8.9,2020.0,18.0,15.0,2015.0,,6.0,2023.0,Northern Shaanxi Jurassic Coal Field,39.241307,110.358644,Exact,,,,低瓦斯,2020.0,,,,,N,N,4.87,0.0033,0.27,0.1,E100002009759 [100.0%],陕西省榆林市神木市大柳塔镇乌兰色太村,,1.6,7.3,N,
M4959,,China,Shaanxi Shenmu Heilapan Coal Mine,,神木市店塔镇黑拉畔煤矿,,,https://www.gem.wiki/神木市店塔镇黑拉畔煤矿,Operating,,,,Shenmu City Dianta Town Heilapan Coal Mine General Partnership,,神木市店塔镇黑拉畔煤矿（普通合伙）,,China,0.6,,2023.0,,Underground,Longwall,,,Exact,255.0,Exact,Bituminous,Thermal,,,,,8.49,2023.0,17.0,14.0,1998.0,,11.0,2023.0,Shenfu Coal Field,39.090831,110.484855,Exact,,,,低瓦斯,2023.0,,,,,N,N,4.76,0.0032,0.26,0.09,,陕西省榆林市神木市店塔镇石窑店村孙银岔组,,1.6,7.1,N,
M6992,,China,Shaanxi Shenmu Hengruiyuan Coal Mine,,神木县恒瑞源矿业有限公司,,,https://www.gem.wiki/神木县恒瑞源矿业有限公司,Mothballed,,Expansion,,Shenmu County Hengruiyuan Mining Co Ltd,E100002011993,神木县恒瑞源矿业有限公司,Shenmu County Hengruiyuan Mining Co Ltd [100.0%],China,0.45,,2022.0,,Underground,Longwall,,,Exact,46042.0,Estimate,Bituminous,Thermal,0.0,100.0,Reported,2025.0,7.0,2013.0,9.713,,,,12.0,2013.0,Northern Shaanxi Jurassic Coalfield,38.659269,110.171999,Exact,,,,,,,,,,N,N,1.76,0.0012,0.1,0.04,E100002011993 [100.0%],陕西省榆林市神木县高家堡镇桑树塔村,,1.6,3.5,N,
M4780,,China,Shaanxi Shenmu Hepan Coal Mine,,神木县孙家岔镇海湾村河畔煤矿,,,https://www.gem.wiki/神木县孙家岔镇海湾村河畔煤矿,Operating,,Expansion,,Shenmu County Sunjiacha Town Haiwan Village Hepan Coal Mine Co Ltd,E100002009715,神木县孙家岔镇海湾村河畔煤矿,Shenmu County Sunjiacha Town Haiwan Village Hepan Coal Mine Co Ltd [100.0%],China,1.8,,2023.0,,Underground,Longwall,,,Exact,426.0,Exact,Bituminous,Thermal,,,,,24.71,2017.0,35.0,14.0,2001.0,,21.0,2017.0,"Yushen Mining Area, Jurassic Coalfield",39.051513,110.320787,Exact,,,,低瓦斯,2023.0,,,,,N,N,14.49,0.0097,0.8,0.29,E100002009715 [100.0%],陕西省榆林市神木市孙家岔镇海湾张家沟村,,1.6,7.2,N,
M6989,,China,Shaanxi Shenmu Hewan Coal Mine,,神木市麻家塔乡河湾煤矿,,,https://www.gem.wiki/神木市麻家塔乡河湾煤矿,Mothballed,,Expansion,,Shaanxi Shenmu Hewan Coal Mine,E100002011974,神木市麻家塔乡河湾煤矿,Shaanxi Shenmu Hewan Coal Mine [100.0%],China,0.45,,2022.0,,Underground,Longwall,,,Exact,120.0,Exact,Bituminous,Thermal,0.0,100.0,Reported,2008.0,7.0,2019.0,16.11,,2016.0,,12.0,2019.0,Northern Shaanxi Jurassic Coalfield,38.889211,110.334411,Exact,,,,低瓦斯,2018.0,,,,,N,N,0.37,2.0E-4,0.02,0.01,E100002011974 [100.0%],陕西省榆林市神木市麻家塔乡黄家庙村,,1.6,0.7,N,
M4977,,China,Shaanxi Shenmu Hexi Lianban Coal Mine,,神木市孙家岔镇河西联办煤矿,,,https://www.gem.wiki/神木市孙家岔镇河西联办煤矿,Operating,,Resource Consolidation and Restructuring,,Shenmu City Sunjiacha Town Hexi Lianban Coal Mine Co Ltd,E100002009730,神木市孙家岔镇河西联办煤矿有限公司,Shenmu City Sunjiacha Town Hexi Lianban Coal Mine Co Ltd [100.0%],China,0.6,,2024.0,,Underground,Longwall,,,Exact,401.0,Exact,Bituminous,Thermal,,,,,5.95,2018.0,17.0,10.0,1990.0,,4.0,2024.0,Northern Shaanxi Jurassic Coalfield,39.032542,110.263509,Exact,,,,低瓦斯,2024.0,,,,,N,N,4.94,0.0033,0.27,0.1,E100002009730 [100.0%],陕西省榆林市神木市孙家岔镇刘石畔村,,1.6,7.4,N,
M4984,,China,Shaanxi Shenmu Huangtumiao Coal Mine,,神木县瑶镇乡黄土庙煤矿,,,https://www.gem.wiki/神木县瑶镇乡黄土庙煤矿,Operating,,Resource Consolidation and Restructuring,,Shenmu County Yao Township Huangtumiao Coal Mine Co Ltd,E100002009707,神木县瑶镇乡黄土庙煤矿,Shenmu County Yao Township Huangtumiao Coal Mine Co Ltd [100.0%],China,0.6,,2022.0,,Underground,Longwall,,,Exact,197.0,Estimate,Bituminous,Thermal,,,,,7.04,2019.0,17.0,12.0,1996.0,,9.0,2021.0,Northern Shaanxi Jurassic,38.793317,110.246836,Exact,,,,,,,,,,N,N,4.29,0.0029,0.24,0.09,E100002009707 [100.0%],陕西省榆林市神木市瑶镇乡黄土庙村,,1.6,6.4,N,
M4779,,China,Shaanxi Shenmu Huixing Coal Mine,,神木市汇兴矿业有限公司,,,https://www.gem.wiki/神木市汇兴矿业有限公司,Operating,,,,Shenmu County Huixing Mining Co Ltd,E100002009721,神木县汇兴矿业有限公司,Shenmu County Huixing Mining Co Ltd [100.0%],China,0.9,,2022.0,,Underground,Longwall,,,Exact,178.0,Estimate,Bituminous,Thermal,,,,,6.35,2022.0,9.0,7.0,2001.0,,5.0,2022.0,,38.965084,110.322589,Exact,,,,低瓦斯,2022.0,,,,,N,N,7.44,0.005,0.41,0.15,E100002009721 [100.0%],陕西省榆林市神木市西沙街道办事处燕渠村,,1.6,7.4,N,
M5016,,China,Shaanxi Shenmu Hujiata Coal Mine,,神木市青草界矿业有限公司呼家塔煤矿,,,https://www.gem.wiki/神木市青草界矿业有限公司呼家塔煤矿,Proposed,Construction,Resource Consolidation and Restructuring,,Shenmu City Qingcaojie Mining Co Ltd,E100002009742,神木市青草界矿业有限公司,Shenmu City Qingcaojie Mining Co Ltd [100.0%],,5.0,,,,Underground,Longwall,,,Exact,510.0,Exact,Bituminous,Thermal,,,,,57.85,2022.0,,12.0,,,9.0,2023.0,"Yushen mining area, Northern Shaanxi Jurassic Coalfield",39.18474,110.074963,Exact,,,,低瓦斯,2023.0,,,,,N,N,29.6,0.0198,1.64,0.59,E100002009742 [100.0%],陕西省榆林市神木市中鸡镇宝刀石梨村一组,,1.6,5.3,N,
M4955,,China,Shaanxi Shenmu Julong Coal Mine,,神木县聚隆矿业有限公司,,,https://www.gem.wiki/神木县聚隆矿业有限公司,Operating,,Resource Consolidation and Restructuring,,Shenmu City Julong Mining Co Ltd,E100002009755,神木市聚隆矿业有限公司,Shenmu City Julong Mining Co Ltd [100.0%],China,1.2,,2024.0,,Underground,Longwall,,,Exact,235.0,Exact,Bituminous,Thermal,,,,,23.34,2012.0,42.0,39.0,2013.0,,10.0,2024.0,Northern Shaanxi Jurassic Coal Field,39.047196,110.304533,Exact,,,,低瓦斯,2024.0,,,,,N,N,9.11,0.0061,0.5,0.18,E100002009755 [100.0%],陕西省榆林市神木市孙家岔镇,,1.6,6.8,N,
M6957,,China,Shaanxi Shenmu Laozhanggou Coal Mine,,神木市店塔镇老张沟煤矿,,,https://www.gem.wiki/神木市店塔镇老张沟煤矿,Operating,,Expansion,,Shaanxi Shenmu Dawan Coal Mine,E100002011973,神木县店塔镇老张沟煤矿,Shaanxi Shenmu Dawan Coal Mine [100.0%],China,0.45,,2022.0,,Underground,Longwall,,,Exact,223.0,Exact,Bituminous,Thermal,,,,,12.0,2021.0,22.3994,,2020.0,,21.0,2021.0,Northern Shaanxi Jurassic Coal Field,39.055524,110.449714,Exact,,,,低瓦斯,2021.0,,,,,N,N,2.95,0.002,0.16,0.06,E100002011973 [100.0%],陕西省榆林市神木市店塔镇马家梁村,,1.6,5.9,N,
M4777,,China,Shaanxi Shenmu Lijiagou Coal Mine,,神木县百吉矿业有限责任公司李家沟煤矿,,,https://www.gem.wiki/神木县百吉矿业有限责任公司李家沟煤矿,Operating,,,,Shenmu County Baiji Mining Co Ltd,E100002009724,神木县百吉矿业有限责任公司,Shenmu County Baiji Mining Co Ltd [100.0%],China,0.9,,2024.0,,Underground,Longwall,,,Exact,140.0,Estimate,Bituminous,Thermal,,,,,21.28,2023.0,30.0,24.0,2015.0,,3.0,2024.0,Shenfu,38.930597,110.615319,Exact,,,,低瓦斯,2024.0,,,,,N,N,1.91,0.0013,0.11,0.04,E100002009724 [100.0%],陕西省榆林市神木市神木镇小寨村,,1.6,1.9,N,
M6994,,China,Shaanxi Shenmu Liugoucun Coal Mine,,神木县永兴乡柳沟村联办煤矿,,,https://www.gem.wiki/神木县永兴乡柳沟村联办煤矿,Mothballed,,Resource Consolidation and Restructuring,,Shaanxi Shenmu Liugoucun Coal Mine,E100002011975,神木县永兴乡柳沟村联办煤矿,Shaanxi Shenmu Liugoucun Coal Mine [100.0%],China,0.45,,2022.0,,Underground,Longwall,,,Exact,4.0,Exact,Bituminous,Thermal,0.0,100.0,Estimated,2008.0,1.0,2018.0,9.87,2.0,2013.0,,2.0,2018.0,Northern Shaanxi Jurassic Coalfield,38.963575,110.565456,Exact,,,,低瓦斯,2019.0,,,,,N,N,0.65,4.0E-4,0.04,0.01,E100002011975 [100.0%],陕西省榆林市神木市永兴办事处柳沟村,,1.6,1.3,N,
M4983,,China,Shaanxi Shenmu Qianliang Coal Mine,,神木市前梁矿业有限公司,,,https://www.gem.wiki/神木市前梁矿业有限公司,Operating,,Resource Consolidation and Restructuring,,Shenmu City Qianliang Mining Co Ltd,E100002009744,神木市前梁矿业有限公司,Shenmu City Qianliang Mining Co Ltd [100.0%],China,0.6,,2022.0,,Underground,Longwall,,,Exact,145.0,Exact,Bituminous,Thermal,,,,,9.53,2013.0,14.0,16.0,1989.0,,12.0,2018.0,,39.061722,110.559581,Exact,,,,低瓦斯,2018.0,,,,,N,N,3.14,0.0021,0.17,0.06,E100002009744 [100.0%],陕西省榆林市神木市店塔镇前梁村马场湾,,1.6,4.7,N,
M4956,,China,Shaanxi Shenmu Ruixiang Coal Mine,,神木县瑞祥煤业有限公司瑞祥煤矿,,,https://www.gem.wiki/神木县瑞祥煤业有限公司瑞祥煤矿,Operating,,Resource Consolidation and Restructuring,,Shenmu County Ruixiang Coal Industry Co Ltd,E100002009717,神木县瑞祥煤业有限公司,Shenmu County Ruixiang Coal Industry Co Ltd [100.0%],China,0.6,,2022.0,,Underground,Longwall,,,Exact,89.0,Exact,Bituminous,Thermal,,,,,15.25,2017.0,271.0,25.0,2016.0,,18.0,2017.0,,39.1581,110.311848,Exact,,,,低瓦斯,2014.0,,,,,N,N,3.45,0.0023,0.19,0.07,E100002009717 [100.0%],陕西省榆林市神木市孙家岔镇庙梁村,,1.6,5.2,N,
M5015,,China,Shaanxi Shenmu Runbang Coal Mine,,神木市润邦矿业有限公司,,,https://www.gem.wiki/神木市润邦矿业有限公司,Operating,,Expansion,,Shenmu City Runbang Mining Co Ltd,E100002009740,神木市润邦矿业有限公司,Shenmu City Runbang Mining Co Ltd [100.0%],China,3.0,,2025.0,,Underground & Surface,Mixed,,,Exact,273.0,Exact,Bituminous,Thermal & Chemical,,,,,26.03,2018.0,,9.0,2023.0,,3.0,2025.0,Northern Shaanxi Jurassic,39.175269,110.270521,Exact,,,,低瓦斯,2018.0,,,,,N,N,21.28,0.0143,1.18,0.42,E100002009740 [100.0%],陕西省榆林市神木市孙家岔镇宏光村,,1.6,6.4,N,
M4952,,China,Shaanxi Shenmu Shengbo Coal Mine,,神木市盛博煤业有限公司盛博煤矿,,,https://www.gem.wiki/神木市盛博煤业有限公司盛博煤矿,Operating,,Resource Consolidation and Restructuring,,Shenmu City Shengbo Coal Industry Co Ltd,,神木市盛博煤业有限公司,,China,1.2,,2023.0,,Underground,Longwall,,,Exact,299.0,Exact,Bituminous,Thermal,,,,,14.05,2019.0,23.0,12.0,2014.0,,6.0,2023.0,Northern Shaanxi Jurassic Coalfield,39.130772,110.223747,Exact,,,,低瓦斯,2023.0,,,,,N,N,12.2,0.0082,0.67,0.24,,陕西省榆林市神木市孙家岔镇柳树峁村,,1.6,9.1,N,
M5018,,China,Shaanxi Shenmu Shengfu Coal Mine,,神木市升富矿业有限公司,,,https://www.gem.wiki/神木市升富矿业有限公司,Proposed,Test Operation,Resource Consolidation and Restructuring,,Shenmu City Shengfu Mining Co Ltd,E100002009736,神木市升富矿业有限公司,Shenmu City Shengfu Mining Co Ltd [100.0%],,5.0,,,,Underground,Longwall,,,Exact,501.0,Exact,Bituminous,Thermal & Chemical,,,,,74.55,2023.0,101.0,15.0,,,12.0,2023.0,Northern Shaanxi Jurassic,38.889282,110.125221,Exact,Multi-sector Use,本矿井产品煤主要作为动力用煤，末煤供给附近电厂，块精煤部分作为化工、冶炼用煤， 部分作为民用。,,低瓦斯,2019.0,,,,,N,N,48.9,0.0328,2.7,0.98,E100002009736 [100.0%],陕西省榆林市神木市锦界镇长胜采当村,,1.6,8.8,N,
M4960,,China,Shaanxi Shenmu Shenguang Coal Mine,,神木市店塔镇神广煤矿,,,https://www.gem.wiki/神木市店塔镇神广煤矿,Operating,,Resource Consolidation and Restructuring,,Shenmu City Shenguang Coal Industry Co Ltd,E100002009735,神木市神广煤业有限公司,Shenmu City Shenguang Coal Industry Co Ltd [100.0%],China,0.6,,2022.0,,Underground,Longwall,,,Exact,134.0,Estimate,Bituminous,Thermal,,,,,11.9,2018.0,20.0,20.0,1985.0,,17.0,2018.0,Northern Shaanxi Jurassic Coalfield,39.050022,110.363857,Exact,,,,低瓦斯,2013.0,,,,,N,N,5.56,0.0037,0.31,0.11,E100002009735 [100.0%],陕西省榆林市神木市店塔镇板定梁村马家概沟组,,1.6,8.3,N,
M5014,,China,Shaanxi Shenmu Shengxing Coal Mine,limited data,神木市升兴矿业有限公司,,,https://www.gem.wiki/神木市升兴矿业有限公司,Proposed,Construction,Expansion,,Shenmu City Shengxing Mining Co Ltd,E100002009732,神木市升兴矿业有限公司,Shenmu City Shengxing Mining Co Ltd [100.0%],,1.2,,,,Underground,Mixed,,,Exact,246.0,Exact,Bituminous,Thermal,,,,,133.33,2025.0,190.0,111.0,,,83.0,2023.0,Northern Shaanxi Jurassic Coalfield,39.181871,110.210246,Exact,,,,低瓦斯,2023.0,,,,,N,N,14.88,0.01,0.82,0.3,E100002009732 [100.0%],陕西省榆林市神木市大柳塔镇束鸡河村,,1.6,11.1,N,
M4980,,China,Shaanxi Shenmu Shuojiawan Coal Mine,,神木县硕嘉湾矿业有限公司,,,https://www.gem.wiki/神木县硕嘉湾矿业有限公司,Operating,,Resource Consolidation and Restructuring,,Shenmu City Shuojiawan Mining Co Ltd,E100002009731,神木市硕嘉湾矿业有限公司,Shenmu City Shuojiawan Mining Co Ltd [100.0%],China,0.6,,2022.0,,Underground & Surface,Mixed,,,Exact,227.0,Exact,Bituminous,Thermal,,,,,12.39,2019.0,26.0,21.0,2013.0,,16.0,2020.0,Northern Shaanxi Jurassic,39.145724,110.259237,Exact,,,,低瓦斯,2023.0,,,,,N,N,6.1,0.0041,0.34,0.12,E100002009731 [100.0%],陕西省榆林市神木市孙家岔镇庙梁村二组,,1.6,9.1,N,
M4958,,China,Shaanxi Shenmu Sunyingcha No. 1 Coal Mine,,神木市店塔镇孙营岔一矿,,,https://www.gem.wiki/神木市店塔镇孙营岔一矿,Operating,,Resource Consolidation and Restructuring,,Shenmu City Dianta Town Sunyingcha First Mine Co Ltd,E100002009769,神木市店塔镇孙营岔一矿,Shenmu City Dianta Town Sunyingcha First Mine Co Ltd [100.0%],China,0.6,,2023.0,,Underground,Longwall,,,Exact,129.0,Exact,Bituminous,Thermal,,,,,7.91,2021.0,39.0,13.0,1993.0,,11.0,2023.0,Northern Shaanxi Jurassic,39.090053,110.461175,Exact,,,,低瓦斯,2023.0,,,,,N,N,3.82,0.0026,0.21,0.08,E100002009769 [100.0%],陕西省榆林市神木市店塔镇石窑店村,,1.6,5.7,N,
M4999,,China,Shaanxi Shenmu Taihua Coal Mine,,神木县泰华煤矿,,,https://www.gem.wiki/神木县泰华煤矿,Operating,,Resource Consolidation and Restructuring,,Shenmu County Taihua Coal Industry Co Ltd,E100002009711,神木县泰华煤业有限公司,Shenmu County Taihua Coal Industry Co Ltd [100.0%],China,0.6,,2022.0,,Underground,Longwall,,,Exact,145.0,Exact,Bituminous,Thermal,,,,,9.0,2018.0,16.0,15.0,2013.0,,11.0,2018.0,,38.967197,110.566559,Exact,,,,低瓦斯,2022.0,,,,,N,N,0.66,4.0E-4,0.04,0.01,E100002009711 [100.0%],陕西省榆林市神木市神木镇永兴办事处,,1.6,1.0,N,
M4981,,China,Shaanxi Shenmu Tianrui Coal Mine,,神木县天瑞煤业有限公司,,,https://www.gem.wiki/神木县天瑞煤业有限公司,Operating,,Resource Consolidation and Restructuring,,Shenmu County Tianrui Coal Industry Co Ltd,E100002009709,神木县天瑞煤业有限公司,Shenmu County Tianrui Coal Industry Co Ltd [100.0%],China,0.6,,2022.0,,Underground,Longwall,,,Exact,210.0,Exact,Bituminous,Thermal,,,,,35.18,2013.0,40.0,59.0,,,31.0,2022.0,,39.142614,110.249951,Exact,,,,低瓦斯,2016.0,,,,,N,N,6.3,0.0042,0.35,0.13,E100002009709 [100.0%],陕西省榆林市神木市孙家岔镇沙坡村,,1.6,9.4,N,
M4982,,China,Shaanxi Shenmu Xinlun Coal Mine,,神木市鑫轮矿业有限公司,,,https://www.gem.wiki/神木市鑫轮矿业有限公司,Operating,,Resource Consolidation and Restructuring,,Shenmu City Xinlun Mining Co Ltd,E100002009728,神木市鑫轮矿业有限公司,Shenmu City Xinlun Mining Co Ltd [100.0%],China,0.6,,2026.0,,Underground,Longwall,,,Exact,321.0,Exact,Bituminous,Thermal,,,,,16.18,2024.0,29.0,27.0,2014.0,,21.0,2026.0,Northern Shaanxi Jurassic Coal Field,38.787084,110.399903,Exact,,,,低瓦斯,2017.0,,,,,N,N,8.31,0.0056,0.46,0.17,E100002009728 [100.0%],陕西省榆林市神木市神木镇三道沟村,,1.6,12.4,N,
M4957,,China,Shaanxi Shenmu Yayaomao Coal Mine,,神木市孙家岔镇崖窑峁煤矿,,,https://www.gem.wiki/神木市孙家岔镇崖窑峁煤矿,Operating,,Resource Consolidation and Restructuring,,Shenmu City Sunjiacha Town Yayaomao Mining Co Ltd,E100002009729,神木市孙家岔镇崖窑峁矿业有限公司,Shenmu City Sunjiacha Town Yayaomao Mining Co Ltd [100.0%],China,1.2,,2023.0,,Underground,Longwall,,,Exact,334.0,Exact,Bituminous,Thermal,,,,,18.69,2016.0,29.0,16.0,1988.0,,3.0,2025.0,Northern Shaanxi Jurassic Coalfield,39.151121,110.259707,Exact,,,,低瓦斯,2023.0,,,,,N,N,4.27,0.0029,0.24,0.09,E100002009729 [100.0%],陕西省榆林市神木市孙家岔镇沙坡村,,1.6,3.2,N,
M4781,,China,Shaanxi Shenmu Yinwan Coal Mine,,神木县孙家岔镇刘石畔村阴湾煤矿有限公司,,,https://www.gem.wiki/神木县孙家岔镇刘石畔村阴湾煤矿有限公司,Operating,,Resource Consolidation and Restructuring,,Shenmu County Sunjiacha Town Liushipan Village Yinwan Coal Mine Co Ltd,E100002009714,神木县孙家岔镇刘石畔村阴湾煤矿有限公司,Shenmu County Sunjiacha Town Liushipan Village Yinwan Coal Mine Co Ltd [100.0%],China,1.2,,2023.0,,Underground,Longwall,,,Exact,356.0,Exact,Bituminous,Thermal,,,,,7.59,2022.0,14.0,9.0,2022.0,,5.0,2022.0,Northern Shaanxi Jurassic Coalfield,39.036151,110.272352,Exact,,,,低瓦斯,2023.0,,,,,N,N,13.56,0.0091,0.75,0.27,E100002009714 [100.0%],陕西省榆林市神木市孙家岔镇刘石畔村,,1.6,10.1,N,
M6958,,China,Shaanxi Shenmu Zhaocangmao Coal Mine,,神木市赵仓峁矿业有限公司,,,https://www.gem.wiki/神木市赵仓峁矿业有限公司,Operating,,Expansion,,Shenmu County Zhaocangmao Mining Co Ltd,E100002011994,神木县赵仓峁矿业有限公司,Shenmu County Zhaocangmao Mining Co Ltd [100.0%],China,0.45,,2023.0,,Underground,Longwall,,,Exact,121.0,Exact,Bituminous,Thermal,,,,,10.0,2023.0,13.616,22.0,2014.0,,16.0,2023.0,Northern Shaanxi Jurassic Coal Field,39.02944,110.36691,Exact,,,,低瓦斯,2023.0,,,,,N,N,3.22,0.0022,0.18,0.06,E100002011994 [100.0%],陕西省榆林市神木市滨河新区赵仓峁村,,1.6,6.4,N,
M5405,,China,Shaanxi Shenmu Zhugaita Coal Mine,,陕西神木朱盖塔矿业有限公司,,,https://www.gem.wiki/陕西神木朱盖塔矿业有限公司,Proposed,Construction,Expansion,,Shaanxi Shenmu Zhugaita Mining Co Ltd,E100002010173,陕西神木朱盖塔矿业有限公司,Shaanxi Shenmu Zhugaita Mining Co Ltd [100.0%],,3.0,,,,Underground,Longwall,,,Exact,395.0,Exact,Bituminous,Thermal,,,,,67.95,2011.0,122.0,57.0,,,44.0,2011.0,Northern Shaanxi Jurassic Coalfield,39.179961,110.272677,Exact,,,,,,,,,,N,N,32.16,0.0215,1.78,0.64,E100002010173 [100.0%],陕西省榆林市神木市孙家岔镇李家湾,,1.6,9.6,N,
M5428,,China,Shaanxi Shimanao Coal Mine,,横山县城关镇石马坬煤矿,,,https://www.gem.wiki/横山县城关镇石马坬煤矿,Operating,,,,Shaanxi Province Hengshan District Shimawa Coal Mine Co Ltd,,陕西省横山区石马坬煤矿,,China,0.9,,2025.0,,Underground,Longwall,,,Exact,230.0,Exact,Bituminous,Thermal,,,,,5.08,2023.0,,6.0,2019.0,,6.0,2025.0,Yuheng Coal Field,38.04482,109.343172,Exact,,,,低瓦斯,2025.0,,,,,N,N,4.02,0.0027,0.22,0.08,,陕西省榆林市横山区石马坬农场,,1.6,4.0,N,
M4763,,China,Shaanxi Shuanglong Coal Mine,,陕西双龙煤业开发有限责任公司,,,https://www.gem.wiki/陕西双龙煤业开发有限责任公司,Operating,,,,Shaanxi Shuanglong Coal Industry Development Co Ltd,E100002010170,陕西双龙煤业开发有限责任公司,Shaanxi Shuanglong Coal Industry Development Co Ltd [100.0%],China,0.9,,2022.0,,Underground,,,,Exact,906.0,Exact,Bituminous,Thermal & Met,50.0,50.0,Estimated,2025.0,26.74,2020.0,41.0,24.0,2000.0,,14.0,2022.0,Huanglong Jurassic Coalfield,35.667066,108.953736,Exact,,,,高瓦斯,2024.0,,,,,N,N,4.42,0.003,0.24,0.09,E100002010170 [100.0%],陕西省延安市黄陵县双龙镇,,1.6,4.4,N,
M5407,,China,Shaanxi Shuijingqu Coal Mine,,神木县大柳塔镇水井渠煤矿,,,https://www.gem.wiki/神木县大柳塔镇水井渠煤矿,Operating,,Expansion,,Shenmu City Daliuta Town Shuijingqu Coal Mine Co Ltd,E100002009774,神木市大柳塔镇水井渠煤矿,Shenmu City Daliuta Town Shuijingqu Coal Mine Co Ltd [100.0%],China,3.0,,2024.0,,Underground,Longwall,,,Exact,378.0,Exact,Bituminous,Thermal,,,,,21.63,2021.0,37.0,7.0,2024.0,,6.0,2021.0,Northern Shaanxi Jurassic Coalfield,39.240158,110.384862,Exact,,,,低瓦斯,2024.0,,,,,N,N,25.42,0.017,1.4,0.51,E100002009774 [100.0%],陕西省榆林市神木市大柳塔镇乌兰色太村,,1.6,7.6,N,
M5404,,China,Shaanxi Sunjiachazhen Zhugaita Coal Mine,,神木县孙家岔镇朱概塔煤矿,,,https://www.gem.wiki/神木县孙家岔镇朱概塔煤矿,Operating,,Resource Consolidation and Restructuring,,Shenmu County Sunjiacha Town Zhugaita Coal Mine Co Ltd,,神木县孙家岔镇朱概塔煤矿,,China,0.9,,2022.0,,Underground,Longwall,,,Exact,535.0,Exact,Bituminous,Thermal,,,,,9.15,2020.0,,10.0,2020.0,,8.0,2020.0,Northern Shaanxi Jurassic Coalfield,39.181888,110.308517,Exact,,,,低瓦斯,2023.0,,,,,N,N,7.57,0.0051,0.42,0.15,,陕西省榆林市神木市孙家岔镇,,1.6,7.5,N,
